time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
32.53868,0.2562,0.9245,0.4278,7.8144,253.7352,279.1059
32.54337,0.2562,0.9245,0.4278,7.8152,253.7372,279.1053
32.54799,0.2562,0.9245,0.4278,7.8158,253.7383,279.1064
32.55951,0.2562,0.9245,0.4278,7.8141,253.7398,279.1049
32.56491,0.2562,0.9245,0.4278,7.8136,253.7384,279.1048
32.56971,0.2562,0.9245,0.4278,7.8146,253.7375,279.1047
32.57401,0.2562,0.9245,0.4278,7.8127,253.7349,279.1038
32.5784,0.2562,0.9245,0.4278,7.8128,253.7351,279.1042
32.58268,0.2562,0.9245,0.4278,7.8128,253.7339,279.1044
32.58714,0.2562,0.9245,0.4278,7.8133,253.7335,279.1046
32.59715,0.2562,0.9245,0.4278,7.8149,253.7312,279.1046
32.60168,0.2562,0.9245,0.4278,7.8155,253.7307,279.1048
32.60606,0.2562,0.9245,0.4278,7.8156,253.7302,279.1042
32.61067,0.2562,0.9245,0.4278,7.8143,253.7291,279.1031
32.61483,0.2562,0.9245,0.4278,7.815,253.7297,279.1041
32.61905,0.2562,0.9245,0.4278,7.8147,253.7296,279.1048
32.6235,0.2562,0.9245,0.4278,7.8125,253.7306,279.1036
32.62808,0.2562,0.9245,0.4278,7.8115,253.7312,279.1019
32.63267,0.2562,0.9245,0.4278,7.8119,253.7322,279.1032
32.637,0.2562,0.9245,0.4278,7.811,253.7331,279.1024
32.64479,0.2562,0.9245,0.4278,7.8096,253.7374,279.1019
32.64955,0.2562,0.9245,0.4278,7.8093,253.7392,279.1025
32.65376,0.2562,0.9245,0.4278,7.8095,253.7399,279.103
32.65798,0.2562,0.9245,0.4278,7.8091,253.7413,279.102
32.66289,0.2562,0.9245,0.4278,7.8086,253.742,279.1011
32.66722,0.2562,0.9245,0.4278,7.8077,253.7428,279.1022
32.67181,0.2562,0.9245,0.4278,7.8077,253.7426,279.1019
32.67607,0.2562,0.9245,0.4278,7.8072,253.7415,279.1
32.68064,0.2562,0.9245,0.4278,7.8064,253.7404,279.0998
32.68547,0.2562,0.9245,0.4278,7.8067,253.74,279.1008
32.6898,0.2562,0.9245,0.4278,7.8068,253.7384,279.1009
32.69394,0.2562,0.9245,0.4278,7.8078,253.7375,279.1011
32.69843,0.2562,0.9245,0.4278,7.808,253.7365,279.1011
32.70262,0.2562,0.9245,0.4278,7.8101,253.7349,279.1023
32.70727,0.2562,0.9245,0.4278,7.8088,253.7346,279.102
32.71161,0.2562,0.9245,0.4278,7.8088,253.7342,279.102
32.71673,0.2562,0.9245,0.4278,7.808,253.7334,279.1019
32.72128,0.2562,0.9245,0.4278,7.8078,253.7332,279.103
32.72603,0.2562,0.9245,0.4278,7.8072,253.7335,279.1014
32.73063,0.2562,0.9245,0.4278,7.8068,253.7337,279.1008
32.73491,0.2562,0.9245,0.4278,7.8066,253.7343,279.101
32.73922,0.2562,0.9245,0.4278,7.805,253.7359,279.1009
32.74588,0.2562,0.9245,0.4278,7.8052,253.737,279.1004
32.75024,0.2562,0.9245,0.4278,7.805,253.7392,279.099
32.75441,0.2562,0.9245,0.4278,7.8051,253.7405,279.0991
32.75875,0.2562,0.9245,0.4278,7.8047,253.7413,279.0985
32.7635,0.2562,0.9245,0.4278,7.8042,253.7425,279.098
32.76801,0.2562,0.9245,0.4278,7.8039,253.7439,279.0974
32.77231,0.2562,0.9245,0.4278,7.8039,253.7433,279.097
32.77663,0.2562,0.9245,0.4278,7.8034,253.743,279.0971
32.78109,0.2562,0.9245,0.4278,7.8031,253.7432,279.096
32.79096,0.2562,0.9245,0.4278,7.8024,253.7417,279.0969
32.79554,0.2562,0.9245,0.4278,7.8025,253.7401,279.0964
32.7998,0.2562,0.9245,0.4278,7.8023,253.7406,279.0965
32.80435,0.2562,0.9245,0.4278,7.8026,253.7402,279.0971
32.80862,0.2562,0.9245,0.4278,7.8023,253.7397,279.0966
32.81327,0.2562,0.9245,0.4278,7.8026,253.7388,279.0966
32.8175,0.2562,0.9245,0.4278,7.802,253.7385,279.0964
32.82174,0.2562,0.9245,0.4278,7.8021,253.7385,279.0973
32.82648,0.2562,0.9245,0.4278,7.8017,253.7384,279.0968
32.83078,0.2562,0.9245,0.4278,7.801,253.7378,279.0964
32.83512,0.2562,0.9245,0.4278,7.8004,253.7386,279.0965
32.83938,0.2562,0.9245,0.4278,7.7998,253.7384,279.0972
32.84708,0.2562,0.9245,0.4278,7.7983,253.7405,279.0957
32.85189,0.2562,0.9245,0.4278,7.7983,253.7415,279.0959
32.85601,0.2562,0.9245,0.4278,7.7981,253.7428,279.0971
32.86077,0.2562,0.9245,0.4278,7.7978,253.744,279.0966
32.86563,0.2562,0.9245,0.4278,7.7969,253.7448,279.0972
32.87004,0.2562,0.9245,0.4278,7.7968,253.7455,279.0971
32.87436,0.2562,0.9245,0.4278,7.7969,253.7461,279.0974
32.87881,0.2562,0.9245,0.4278,7.7969,253.7465,279.0966
32.88315,0.2562,0.9245,0.4278,7.7958,253.7463,279.0949
32.88778,0.2562,0.9245,0.4278,7.796,253.7468,279.0958
32.89197,0.2562,0.9245,0.4278,7.7953,253.7459,279.0966
32.89637,0.2562,0.9245,0.4278,7.7951,253.7458,279.0944
32.90062,0.2562,0.9245,0.4278,7.7949,253.7452,279.0942
32.9054,0.2562,0.9245,0.4278,7.7959,253.7455,279.0948
32.90952,0.2562,0.9245,0.4278,7.7957,253.745,279.095
32.91403,0.2562,0.9245,0.4278,7.796,253.744,279.0941
32.91829,0.2562,0.9245,0.4278,7.7965,253.7443,279.0953
32.92257,0.2562,0.9245,0.4278,7.7963,253.745,279.0961
32.9273,0.2562,0.9245,0.4278,7.7949,253.7449,279.0951
32.93156,0.2562,0.9245,0.4278,7.7947,253.7444,279.0949
32.93593,0.2562,0.9245,0.4278,7.7937,253.7446,279.0949
32.94012,0.2562,0.9245,0.4278,7.7928,253.7455,279.0955
32.94699,0.2562,0.9245,0.4278,7.7917,253.7458,279.095
32.95123,0.2562,0.9245,0.4278,7.7919,253.7465,279.0942
32.95574,0.2562,0.9245,0.4278,7.7914,253.7472,279.0946
32.96034,0.2562,0.9245,0.4278,7.7911,253.748,279.0947
32.96482,0.2562,0.9245,0.4278,7.7911,253.7495,279.0941
32.96944,0.2562,0.9245,0.4278,7.7907,253.7505,279.0937
32.97373,0.2562,0.9245,0.4278,7.7909,253.7503,279.0941
32.98379,0.2562,0.9245,0.4278,7.791,253.7501,279.0931
32.98822,0.2562,0.9245,0.4278,7.791,253.7497,279.0923
32.99267,0.2562,0.9245,0.4278,7.7912,253.7495,279.0927
32.99706,0.2562,0.9245,0.4278,7.7914,253.7492,279.0925
33.00139,0.2562,0.9245,0.4278,7.7906,253.7488,279.0917
33.00645,0.2562,0.9245,0.4278,7.7902,253.7488,279.0917
33.01043,0.2562,0.9245,0.4278,7.7906,253.7477,279.0918
33.01496,0.2562,0.9245,0.4278,7.7903,253.7476,279.092
33.01925,0.2562,0.9245,0.4278,7.7902,253.7474,279.0919
33.02353,0.2562,0.9245,0.4278,7.7904,253.7475,279.0919
33.02813,0.2562,0.9245,0.4278,7.7896,253.7482,279.092
33.03236,0.2562,0.9245,0.4278,7.7895,253.7493,279.0916
33.03661,0.2562,0.9245,0.4278,7.7882,253.7493,279.0916
33.04074,0.2562,0.9245,0.4278,7.7876,253.7495,279.092
33.04535,0.2562,0.9245,0.4278,7.7866,253.7498,279.0925
33.04998,0.2562,0.9245,0.4278,7.7866,253.7506,279.0913
33.05409,0.2562,0.9245,0.4278,7.7865,253.7514,279.0907
33.05829,0.2562,0.9245,0.4278,7.7873,253.7528,279.0925
33.0625,0.2562,0.9245,0.4278,7.7874,253.7528,279.0923
33.06722,0.2562,0.9245,0.4278,7.7877,253.7541,279.0916
33.07178,0.2562,0.9245,0.4278,7.7876,253.7548,279.0914
33.07581,0.2562,0.9245,0.4278,7.7875,253.7556,279.0917
33.08005,0.2562,0.9245,0.4278,7.7868,253.756,279.0912
33.08436,0.2562,0.9245,0.4278,7.787,253.7566,279.091
33.08906,0.2562,0.9245,0.4278,7.7868,253.7556,279.0908
33.09311,0.2562,0.9245,0.4278,7.7861,253.7556,279.0914
33.09732,0.2562,0.9245,0.4278,7.7858,253.7549,279.0912
33.10163,0.2562,0.9245,0.4278,7.7851,253.7544,279.0901
33.10597,0.2562,0.9245,0.4278,7.7854,253.754,279.0903
33.1104,0.2562,0.9245,0.4278,7.7848,253.754,279.0907
33.11481,0.2562,0.9245,0.4278,7.7853,253.7533,279.0905
33.11903,0.2562,0.9245,0.4278,7.7844,253.7542,279.0902
33.12322,0.2562,0.9245,0.4278,7.7854,253.7534,279.09
33.12793,0.2562,0.9245,0.4278,7.7856,253.7543,279.0912
33.13276,0.2562,0.9245,0.4278,7.7845,253.7546,279.09
33.13701,0.2562,0.9245,0.4278,7.7847,253.7552,279.0903
33.14128,0.2562,0.9245,0.4278,7.7853,253.7556,279.09
33.14599,0.2562,0.9245,0.4278,7.7852,253.7569,279.0904
33.15128,0.2562,0.9245,0.4278,7.7855,253.7559,279.0885
33.15544,0.2562,0.9245,0.4278,7.7852,253.7574,279.0891
33.16003,0.2562,0.9245,0.4278,7.7853,253.7571,279.0893
33.16999,0.2562,0.9245,0.4278,7.7845,253.7587,279.0884
33.17429,0.2562,0.9245,0.4278,7.7848,253.7592,279.0885
33.17886,0.2562,0.9245,0.4278,7.785,253.7609,279.0891
33.18316,0.2562,0.9245,0.4278,7.785,253.7607,279.0893
33.1877,0.2562,0.9245,0.4278,7.7837,253.7621,279.0896
33.19201,0.2562,0.9245,0.4278,7.783,253.7617,279.089
33.19642,0.2562,0.9245,0.4278,7.7836,253.7616,279.0898
33.20051,0.2562,0.9245,0.4278,7.7833,253.7615,279.0892
33.20508,0.2562,0.9245,0.4278,7.7828,253.7613,279.0878
33.20949,0.2562,0.9245,0.4278,7.7836,253.7608,279.0885
