time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
114.1966,0.2517,0.9237,0.4245,351.3708,323.1888,29.3453
114.2061,0.2524,0.9239,0.4245,351.3697,323.2751,29.3512
114.2169,0.253,0.9241,0.4243,351.3846,323.3513,29.352
114.2281,0.2536,0.9245,0.4243,351.376,323.4293,29.3637
114.2394,0.2542,0.9247,0.4242,351.3472,323.4812,29.3715
114.2506,0.2547,0.9249,0.424,351.2995,323.49,29.3635
114.2618,0.2552,0.9252,0.4239,351.2839,323.4975,29.3454
114.2738,0.2554,0.9253,0.4239,351.2991,323.4733,29.3316
114.2838,0.2559,0.9255,0.4239,351.3135,323.4719,29.3126
114.2949,0.256,0.9254,0.4238,351.3261,323.4391,29.3333
114.3062,0.2563,0.9255,0.4237,351.3539,323.4252,29.3455
114.3173,0.2567,0.9254,0.4237,351.4351,323.3987,29.4059
114.3295,0.2569,0.9253,0.4237,351.5115,323.4142,29.4437
114.3393,0.2569,0.925,0.4238,351.5344,323.4387,29.5146
114.3502,0.2568,0.9246,0.4237,351.5446,323.4827,29.5858
114.3614,0.2567,0.9242,0.4236,351.5688,323.4943,29.6758
114.3726,0.2565,0.9237,0.4236,351.6056,323.5031,29.7241
114.3843,0.2564,0.9233,0.4236,351.6484,323.5239,29.7098
114.3947,0.2562,0.9229,0.4236,351.6992,323.552,29.6784
114.406,0.2561,0.9226,0.4236,351.7366,323.5758,29.6361
114.4173,0.2561,0.9223,0.4238,351.7847,323.5656,29.6002
114.4283,0.256,0.922,0.424,351.8393,323.5311,29.5714
114.4395,0.2559,0.9218,0.4244,351.885,323.4923,29.5691
114.4506,0.2558,0.9217,0.4251,351.9311,323.4404,29.6097
114.4636,0.2558,0.9218,0.4261,351.9407,323.4443,29.714
114.4727,0.2557,0.922,0.4272,351.9202,323.5161,29.8034
114.4836,0.2555,0.9223,0.4286,351.8997,323.6396,29.8626
114.4947,0.2552,0.9229,0.4304,351.8563,323.7725,29.8528
114.506,0.2548,0.9235,0.4324,351.7943,323.8454,29.7931
114.5172,0.2543,0.9243,0.4348,351.7623,323.8647,29.7224
114.5285,0.2538,0.9251,0.4372,351.7664,323.8513,29.712
114.5395,0.2534,0.9261,0.4402,351.785,323.8441,29.7159
114.5505,0.2529,0.9271,0.4435,351.7545,323.9492,29.6371
114.5616,0.2526,0.9282,0.4471,351.7072,324.152,29.4813
114.5729,0.2524,0.9293,0.4513,351.6619,324.4731,29.2417
114.5838,0.2523,0.9304,0.4555,351.6634,324.8638,29.0207
114.5951,0.2521,0.9314,0.46,351.6853,325.3356,28.9733
114.6063,0.2519,0.9324,0.4644,351.6298,325.7785,29.1596
114.6173,0.2517,0.9333,0.4687,351.4628,326.2195,29.6017
114.6285,0.2515,0.9342,0.4729,351.2346,326.6033,30.0422
