time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
106.142,0.2585,0.9251,0.4213,352.4416,311.8074,35.9109
106.1506,0.2587,0.9249,0.4215,352.442,311.8573,35.985
106.1614,0.2589,0.9247,0.4216,352.44,311.8705,36.0425
106.1729,0.259,0.9245,0.4218,352.47,311.9128,36.0394
106.1845,0.2592,0.9245,0.422,352.5159,311.9801,35.9714
106.1947,0.2592,0.9244,0.4223,352.5226,312.0104,35.9283
106.2058,0.2593,0.9243,0.4225,352.5436,312.0662,35.882
106.2167,0.2594,0.9242,0.4227,352.5571,312.0887,35.8827
106.2279,0.2594,0.9241,0.4229,352.5732,312.1406,35.8839
106.2394,0.2594,0.9239,0.423,352.5686,312.1533,35.9275
106.2501,0.2595,0.9239,0.4232,352.5646,312.1645,35.9511
106.2615,0.2595,0.9238,0.4233,352.5345,312.1502,35.9877
106.2725,0.2594,0.9238,0.4234,352.525,312.1472,35.9904
106.2835,0.2594,0.9238,0.4235,352.5182,312.1544,35.9846
106.2948,0.2594,0.9238,0.4237,352.5089,312.1639,35.9763
106.3058,0.2593,0.9238,0.424,352.4966,312.1762,35.9737
106.3171,0.2593,0.9238,0.4243,352.4729,312.1864,36.0347
106.3286,0.2592,0.9238,0.4248,352.4495,312.2428,36.1547
106.3393,0.2592,0.9238,0.4251,352.412,312.2752,36.2705
106.3506,0.2592,0.9237,0.4256,352.4047,312.3059,36.3
106.3617,0.2593,0.9238,0.4261,352.4364,312.3228,36.2959
106.3727,0.2595,0.9238,0.4269,352.5058,312.3203,36.2875
106.3838,0.2598,0.9238,0.4278,352.5558,312.3616,36.2808
106.3949,0.2601,0.9239,0.429,352.5596,312.4965,36.244
106.4059,0.2604,0.9241,0.4304,352.5327,312.6761,36.1947
106.4172,0.2609,0.9242,0.432,352.5079,312.946,36.1141
106.43,0.2614,0.9243,0.4339,352.507,313.2272,36.0107
106.4394,0.262,0.9244,0.4359,352.5568,313.5427,35.9
106.4503,0.2626,0.9245,0.4381,352.6352,313.9063,35.829
106.4616,0.2633,0.9246,0.4405,352.6939,314.3491,35.8553
106.4726,0.2641,0.9247,0.443,352.6689,314.8156,35.9802
106.4839,0.2649,0.9247,0.4455,352.6041,315.2936,36.1129
106.4949,0.2657,0.9249,0.4482,352.5282,315.8101,36.2339
106.5061,0.2666,0.925,0.451,352.519,316.3381,36.2763
106.5168,0.2676,0.9252,0.4539,352.5467,316.8946,36.2507
106.5282,0.2686,0.9254,0.4568,352.5729,317.4369,36.2239
106.5392,0.2697,0.9256,0.4597,352.6082,317.9527,36.153
106.5505,0.2708,0.9259,0.4626,352.6476,318.4523,36.0907
106.5616,0.2719,0.9262,0.4654,352.6675,318.9483,36.0391
106.5729,0.2729,0.9266,0.4682,352.5819,319.4569,36.0256
106.5837,0.274,0.927,0.4708,352.4625,319.9465,36.0115
106.5949,0.275,0.9276,0.4734,352.3248,320.3957,35.9613
106.606,0.276,0.9282,0.4759,352.2157,320.8225,35.8341
106.6171,0.277,0.9289,0.4784,352.1478,321.2321,35.5983
106.6283,0.278,0.9297,0.481,352.1558,321.6751,35.3356
106.6397,0.2788,0.9305,0.4834,352.1651,322.1457,35.1075
106.6506,0.2795,0.9313,0.4857,352.0582,322.6199,35.0296
106.6616,0.2802,0.9322,0.4878,351.8654,323.058,35.0377
106.6727,0.2808,0.9331,0.4898,351.5986,323.4532,35.0835
106.6838,0.2813,0.934,0.4919,351.3982,323.8234,35.0575
106.695,0.2817,0.9351,0.4938,351.2935,324.1652,34.9054
106.7062,0.2822,0.9362,0.4958,351.2318,324.5074,34.6887
106.7173,0.2825,0.9373,0.4976,351.1654,324.8132,34.4546
106.7299,0.2827,0.9385,0.4993,351.0397,325.1264,34.2691
106.7397,0.2828,0.9396,0.501,350.8957,325.4431,34.1206
