timestamp,log_type,message
50.83622,Log,this is a clamped trial
50.84741,Log,this is a clamped trial
50.85833,Log,this is a clamped trial
50.86964,Log,this is a clamped trial
50.8807,Log,this is a clamped trial
50.89195,Log,this is a clamped trial
50.90347,Log,this is a clamped trial
50.91458,Log,this is a clamped trial
50.92586,Log,this is a clamped trial
50.93738,Log,this is a clamped trial
50.94871,Log,this is a clamped trial
50.95844,Log,this is a clamped trial
50.96975,Log,this is a clamped trial
50.98096,Log,this is a clamped trial
50.99251,Log,this is a clamped trial
51.00276,Log,this is a clamped trial
51.01394,Log,this is a clamped trial
51.02626,Log,this is a clamped trial
51.0362,Log,this is a clamped trial
51.04711,Log,this is a clamped trial
51.05889,Log,this is a clamped trial
51.07016,Log,this is a clamped trial
51.08174,Log,this is a clamped trial
51.09181,Log,this is a clamped trial
51.10474,Log,this is a clamped trial
51.11371,Log,this is a clamped trial
51.12495,Log,this is a clamped trial
51.13613,Log,this is a clamped trial
51.14816,Log,this is a clamped trial
51.15866,Log,this is a clamped trial
51.16936,Log,this is a clamped trial
51.18045,Log,this is a clamped trial
51.19196,Log,this is a clamped trial
51.20267,Log,this is a clamped trial
51.21417,Log,this is a clamped trial
51.22532,Log,this is a clamped trial
51.23613,Log,this is a clamped trial
51.24734,Log,this is a clamped trial
51.25859,Log,this is a clamped trial
51.27054,Log,this is a clamped trial
51.28077,Log,this is a clamped trial
51.29202,Log,this is a clamped trial
51.3031,Log,this is a clamped trial
51.31412,Log,this is a clamped trial
51.32532,Log,this is a clamped trial
51.33612,Log,this is a clamped trial
51.34774,Log,this is a clamped trial
51.35931,Log,this is a clamped trial
51.3705,Log,this is a clamped trial
51.38098,Log,this is a clamped trial
51.39209,Log,this is a clamped trial
51.40298,Log,this is a clamped trial
51.4141,Log,this is a clamped trial
51.42514,Log,this is a clamped trial
51.43644,Log,this is a clamped trial
51.44812,Log,this is a clamped trial
51.45869,Log,this is a clamped trial
51.4697,Log,this is a clamped trial
51.48101,Log,this is a clamped trial
51.49247,Log,this is a clamped trial
51.50296,Log,this is a clamped trial
51.51395,Log,this is a clamped trial
51.52534,Log,this is a clamped trial
51.53659,Log,this is a clamped trial
51.54748,Log,this is a clamped trial
51.55931,Log,this is a clamped trial
51.57094,Log,this is a clamped trial
51.58128,Log,this is a clamped trial
51.59193,Log,this is a clamped trial
51.60294,Log,this is a clamped trial
51.61419,Log,this is a clamped trial
51.6252,Log,this is a clamped trial
51.63649,Log,this is a clamped trial
51.64743,Log,this is a clamped trial
51.65873,Log,this is a clamped trial
51.66968,Log,this is a clamped trial
51.68081,Log,this is a clamped trial
51.69213,Log,this is a clamped trial
51.70298,Log,this is a clamped trial
51.71423,Log,this is a clamped trial
51.72543,Log,this is a clamped trial
51.73635,Log,this is a clamped trial
51.74743,Log,this is a clamped trial
51.75874,Log,this is a clamped trial
51.77019,Log,this is a clamped trial
51.78164,Log,this is a clamped trial
51.79238,Log,this is a clamped trial
51.80309,Log,this is a clamped trial
51.814,Log,this is a clamped trial
51.82524,Log,this is a clamped trial
51.83647,Log,this is a clamped trial
51.84763,Log,this is a clamped trial
51.85851,Log,this is a clamped trial
51.86957,Log,this is a clamped trial
51.88074,Log,this is a clamped trial
51.89181,Log,this is a clamped trial
51.90298,Log,this is a clamped trial
51.91407,Log,this is a clamped trial
51.92561,Log,this is a clamped trial
51.93651,Log,this is a clamped trial
51.94763,Log,this is a clamped trial
51.95879,Log,this is a clamped trial
51.97015,Log,this is a clamped trial
51.98098,Log,this is a clamped trial
51.99282,Log,this is a clamped trial
52.00368,Log,this is a clamped trial
52.0141,Log,this is a clamped trial
52.0252,Log,this is a clamped trial
52.03635,Log,this is a clamped trial
52.04748,Log,this is a clamped trial
52.05903,Log,this is a clamped trial
52.06971,Log,this is a clamped trial
52.0809,Log,this is a clamped trial
52.09198,Log,this is a clamped trial
52.10359,Log,this is a clamped trial
52.11446,Log,this is a clamped trial
52.12549,Log,this is a clamped trial
52.13666,Log,this is a clamped trial
52.14751,Log,this is a clamped trial
52.15992,Log,this is a clamped trial
52.16978,Log,this is a clamped trial
52.18084,Log,this is a clamped trial
52.19349,Log,this is a clamped trial
52.20447,Log,this is a clamped trial
52.21554,Log,this is a clamped trial
52.22538,Log,this is a clamped trial
52.23671,Log,this is a clamped trial
52.24764,Log,this is a clamped trial
52.25921,Log,this is a clamped trial
52.27033,Log,this is a clamped trial
52.28113,Log,this is a clamped trial
52.29222,Log,this is a clamped trial
52.30303,Log,this is a clamped trial
52.31496,Log,this is a clamped trial
52.32524,Log,this is a clamped trial
52.34,Log,Ding! You put the target in the box!
52.34,Log,Audio Clip Played Pitch: 1.239555
62.38,Log,Ding! You put the target in the box!
62.38,Log,Audio Clip Played Pitch: 0.9110256
62.38,Log,Ding! You put the target in the box!
62.38,Log,Audio Clip Played Pitch: 1.245424
