timestamp,log_type,message
50.61392,Log,this is a clamped trial
50.62505,Log,this is a clamped trial
50.63644,Log,this is a clamped trial
50.64722,Log,this is a clamped trial
50.65852,Log,this is a clamped trial
50.66961,Log,this is a clamped trial
50.68074,Log,this is a clamped trial
50.6916,Log,this is a clamped trial
50.70271,Log,this is a clamped trial
50.71439,Log,this is a clamped trial
50.72506,Log,this is a clamped trial
50.73699,Log,this is a clamped trial
50.74757,Log,this is a clamped trial
50.75868,Log,this is a clamped trial
50.76952,Log,this is a clamped trial
50.78069,Log,this is a clamped trial
50.79192,Log,this is a clamped trial
50.80293,Log,this is a clamped trial
50.81392,Log,this is a clamped trial
50.82501,Log,this is a clamped trial
