time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
48.3473,-0.3948,0.8974,0.5831,335.1594,85.9792,115.4524
48.36128,-0.3948,0.8981,0.5832,334.7718,85.6849,116.218
48.37039,-0.3948,0.8988,0.5834,334.5244,85.3628,116.7441
48.38122,-0.3946,0.8989,0.584,334.4049,84.9604,117.1827
48.39335,-0.3943,0.8989,0.5844,334.3517,84.6997,117.4559
48.40621,-0.394,0.8984,0.5847,334.4568,84.6604,117.4808
48.41431,-0.3936,0.8979,0.5848,334.6402,84.7396,117.3864
48.42626,-0.3931,0.8971,0.5849,334.969,84.9283,117.1017
48.43806,-0.3927,0.8964,0.585,335.2612,85.0758,116.7778
48.44946,-0.3923,0.8958,0.5852,335.4852,85.1444,116.4641
48.45967,-0.3919,0.8953,0.5854,335.6936,85.1339,116.1525
48.47028,-0.3915,0.8949,0.5855,335.8946,85.1238,115.9323
48.4808,-0.3912,0.8944,0.5853,336.0771,85.1982,115.7959
48.49204,-0.3908,0.8942,0.5851,336.1905,85.3726,115.6727
48.50357,-0.3906,0.8942,0.5848,336.1943,85.5255,115.6054
48.51417,-0.3905,0.8944,0.5846,336.1285,85.5853,115.5592
48.52582,-0.3904,0.8949,0.5845,335.9521,85.5735,115.5431
48.53627,-0.3904,0.8954,0.5844,335.7633,85.5562,115.534
48.54756,-0.3905,0.8958,0.5843,335.5898,85.5481,115.5287
48.55934,-0.3907,0.8961,0.5843,335.4843,85.5604,115.5457
48.56937,-0.3908,0.8963,0.5843,335.4296,85.5488,115.6183
48.58123,-0.391,0.8963,0.5845,335.4136,85.4669,115.7195
48.59132,-0.3911,0.8963,0.5846,335.4297,85.3839,115.7921
48.60389,-0.3913,0.8962,0.5848,335.4496,85.327,115.8172
48.61382,-0.3914,0.8962,0.5849,335.4603,85.3154,115.7983
48.62489,-0.3915,0.8962,0.585,335.4624,85.2959,115.7782
48.63671,-0.3917,0.8962,0.5852,335.4538,85.2472,115.7288
48.64701,-0.3918,0.8962,0.5853,335.4479,85.2249,115.701
48.65826,-0.3919,0.8962,0.5856,335.4358,85.1775,115.6956
48.66953,-0.392,0.8962,0.5859,335.4214,85.0841,115.7148
48.6808,-0.3921,0.8963,0.5864,335.3735,84.883,115.7955
48.6914,-0.3922,0.8964,0.5868,335.3325,84.7275,115.8753
48.70256,-0.3922,0.8966,0.5871,335.2839,84.6031,115.9561
48.71365,-0.3922,0.8967,0.5873,335.2371,84.5431,116.0006
48.72485,-0.3922,0.8968,0.5876,335.1815,84.5235,116.0225
