time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
23.30256,-0.3877,0.8972,0.5808,331.6694,85.4092,129.8027
23.31632,-0.3878,0.8972,0.5808,331.6735,85.3258,129.879
23.32527,-0.3878,0.8972,0.5809,331.6541,85.2643,129.8897
23.33614,-0.3878,0.8973,0.581,331.6287,85.2601,129.8643
23.34767,-0.3879,0.8974,0.581,331.5838,85.2605,129.8249
23.35905,-0.3879,0.8975,0.581,331.5446,85.2662,129.7865
23.36988,-0.3879,0.8975,0.5811,331.5409,85.2558,129.7708
23.38033,-0.3879,0.8975,0.5812,331.5536,85.2476,129.7896
23.39116,-0.3879,0.8974,0.5812,331.5724,85.2105,129.8425
23.40198,-0.3879,0.8974,0.5812,331.5895,85.1939,129.8505
23.41414,-0.3879,0.8974,0.5813,331.6006,85.1891,129.801
23.42448,-0.3878,0.8973,0.5812,331.5926,85.2297,129.6749
23.43569,-0.3878,0.8973,0.5812,331.5842,85.2914,129.58
23.44678,-0.3877,0.8973,0.5812,331.5952,85.3168,129.5765
23.45799,-0.3878,0.8973,0.5813,331.6078,85.2893,129.6023
23.46951,-0.3876,0.8972,0.5815,331.6256,85.2184,129.6264
23.4804,-0.3875,0.8971,0.5818,331.6542,85.0903,129.6457
23.49166,-0.3872,0.897,0.5822,331.6901,85.0037,129.6477
23.5024,-0.3869,0.8969,0.5827,331.7345,84.9492,129.672
23.51356,-0.3864,0.8966,0.5834,331.8095,84.8057,129.7332
23.52515,-0.3856,0.8963,0.5849,331.9896,84.3091,130.0513
23.53583,-0.3847,0.8959,0.5864,332.1986,83.6655,130.5402
23.54701,-0.3836,0.8954,0.5883,332.4576,82.845,131.2732
23.55794,-0.3824,0.895,0.5902,332.7385,82.0452,132.111
23.56904,-0.3809,0.8945,0.5923,333.0886,81.0847,133.1891
23.58025,-0.3794,0.8941,0.5945,333.4568,79.9476,134.364
23.59144,-0.378,0.8936,0.5968,333.89,78.7575,135.6474
23.60245,-0.3765,0.8931,0.5989,334.3409,77.7678,136.9427
23.6136,-0.375,0.8926,0.6008,334.6974,76.9693,138.1418
23.62503,-0.3733,0.8924,0.6031,334.8681,76.2137,139.0826
23.63616,-0.3716,0.8922,0.6057,335.1043,75.2288,139.8952
23.64712,-0.3697,0.8918,0.6085,335.4451,74.1197,140.8059
23.65847,-0.3678,0.8915,0.611,335.7868,73.1032,141.9404
23.66948,-0.3658,0.8909,0.6135,336.2312,72.0534,143.3088
23.68085,-0.3639,0.8903,0.6159,336.7823,70.99,144.7061
23.69203,-0.362,0.8897,0.6183,337.3085,70.0227,146.0735
23.70429,-0.36,0.8894,0.6204,337.6463,69.2644,147.2541
23.71367,-0.358,0.8891,0.6225,337.9678,68.6156,148.2145
23.72467,-0.3562,0.8886,0.6246,338.3315,68.0098,148.9876
23.7358,-0.3543,0.8882,0.6267,338.6876,67.4007,149.7775
23.74722,-0.3525,0.8878,0.6286,339.0371,66.8549,150.5998
23.75819,-0.3507,0.8874,0.6303,339.4266,66.4069,151.5201
23.76908,-0.3491,0.8869,0.6318,339.8714,66.0053,152.4467
23.78093,-0.3475,0.8864,0.6333,340.329,65.6037,153.3408
23.79162,-0.3461,0.886,0.6347,340.7589,65.1615,154.1862
23.80288,-0.3448,0.8856,0.6361,341.091,64.7203,154.9102
23.81374,-0.3437,0.8854,0.6373,341.3409,64.3635,155.4698
23.82529,-0.3426,0.8851,0.6382,341.5997,64.1853,155.9845
23.83632,-0.3417,0.8848,0.6386,341.8791,64.2224,156.4268
23.84691,-0.3407,0.8845,0.6391,342.118,64.2353,156.8191
23.85798,-0.3398,0.8843,0.6395,342.3741,64.2641,156.9816
23.8696,-0.3389,0.8841,0.6401,342.5947,64.2197,157.1024
23.88105,-0.3381,0.8839,0.6406,342.7982,64.01,157.3483
23.89153,-0.3374,0.8835,0.6411,343.0818,63.6617,157.6749
23.90285,-0.3367,0.8831,0.6417,343.4492,63.2619,158.0368
23.91414,-0.3359,0.8827,0.6423,343.7961,62.8677,158.281
23.92549,-0.3352,0.8824,0.6428,344.1801,62.5813,158.3474
23.93561,-0.3345,0.8821,0.6433,344.4671,62.3285,158.3017
23.94728,-0.3337,0.8821,0.6434,344.5412,62.3866,158.192
23.95819,-0.3327,0.8822,0.6433,344.4924,62.7332,157.93
23.97126,-0.3317,0.8822,0.6434,344.5539,62.9966,157.6042
23.98112,-0.3306,0.8823,0.6436,344.6142,63.1048,157.2483
23.99269,-0.3294,0.8824,0.644,344.6177,63.1397,156.7473
24.00263,-0.3281,0.8826,0.6443,344.5495,63.2375,156.2013
24.01363,-0.3267,0.883,0.6447,344.4173,63.4434,155.6256
24.02464,-0.3251,0.8831,0.6449,344.3522,63.6585,155.1415
24.03566,-0.3234,0.8833,0.6451,344.3666,63.8716,154.7469
24.04743,-0.3215,0.8835,0.6453,344.4219,64.0258,154.4078
24.05782,-0.3195,0.8838,0.6454,344.4274,64.203,154.123
24.06985,-0.3174,0.8844,0.6454,344.3338,64.4381,153.8949
24.08018,-0.3151,0.8854,0.6455,344.2161,64.7032,153.665
24.09221,-0.3129,0.8865,0.6457,344.1111,64.9002,153.3149
24.10342,-0.3106,0.888,0.646,343.9283,65.0583,152.9203
24.11421,-0.3083,0.89,0.6465,343.6475,65.2914,152.5379
24.12488,-0.306,0.8924,0.6469,343.2666,65.6089,152.1959
24.13612,-0.3038,0.895,0.6475,342.8876,65.8852,151.8695
24.14722,-0.3016,0.8978,0.6484,342.5177,65.983,151.6336
24.15827,-0.2994,0.9007,0.6495,342.1385,66.0216,151.4368
24.16916,-0.2972,0.9041,0.6508,341.7015,66.065,151.2177
24.18104,-0.2949,0.9077,0.6523,341.185,66.1634,150.9585
24.19196,-0.2926,0.9114,0.6538,340.5801,66.2815,150.7328
24.20302,-0.2903,0.9152,0.6555,339.9176,66.4384,150.4057
24.21408,-0.288,0.9189,0.6577,339.314,66.574,149.9455
24.22476,-0.2856,0.9224,0.66,338.8289,66.7191,149.478
24.23606,-0.2834,0.9255,0.6626,338.4269,66.8016,149.089
24.24701,-0.2813,0.9286,0.6655,338.0421,66.7534,148.8587
24.25933,-0.2792,0.9314,0.6688,337.784,66.6074,148.8774
24.26943,-0.2772,0.9341,0.6724,337.5496,66.4424,149.0243
24.28045,-0.2752,0.9365,0.676,337.3199,66.2031,149.1551
24.29143,-0.2732,0.9389,0.6798,337.1376,65.9297,149.2438
24.30312,-0.2713,0.9411,0.6838,336.9803,65.6304,149.3315
24.31457,-0.2695,0.9431,0.6877,336.8092,65.3317,149.3852
24.32497,-0.2677,0.945,0.6917,336.6119,65.0688,149.4414
24.33613,-0.266,0.9466,0.6958,336.4098,64.8014,149.5045
24.34728,-0.2642,0.948,0.6998,336.2013,64.5328,149.5434
24.35806,-0.2624,0.9488,0.7037,336.0126,64.2985,149.5194
24.36937,-0.2605,0.9492,0.7074,335.9576,64.0882,149.5522
24.38087,-0.2583,0.949,0.7108,336.0239,63.9894,149.6816
24.39214,-0.2562,0.9485,0.7142,336.1383,63.8937,149.7931
24.40257,-0.2537,0.9471,0.7173,336.4984,63.8028,149.8855
24.41455,-0.2511,0.9454,0.7201,336.9024,63.7242,149.9487
24.42516,-0.2483,0.9435,0.7224,337.2011,63.7512,149.9999
