time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
42.76966,-0.3894,0.9016,0.5849,333.6738,76.6575,122.726
42.78383,-0.3895,0.9021,0.5855,333.5313,76.5116,122.8066
42.79274,-0.3896,0.9025,0.5861,333.4106,76.4043,122.8636
42.80539,-0.3897,0.9028,0.5866,333.3044,76.3268,122.8773
42.81828,-0.3897,0.9031,0.5872,333.1891,76.2582,122.8653
42.82838,-0.3898,0.9033,0.5878,333.1283,76.2109,122.8204
42.83933,-0.3898,0.9035,0.5889,333.0183,76.0816,122.7475
42.84915,-0.3898,0.9034,0.5889,333.0697,76.0716,122.7233
42.86152,-0.3898,0.9033,0.5898,333.1095,75.9748,122.6206
42.8726,-0.3897,0.9032,0.5899,333.1025,76.0095,122.5921
42.8846,-0.3897,0.9034,0.5903,332.9191,76.0208,122.4504
42.89648,-0.3898,0.9038,0.5903,332.6805,76.0472,122.2449
42.90857,-0.39,0.9042,0.5902,332.4821,76.0552,122.1024
42.92045,-0.3902,0.9046,0.59,332.23,76.0826,122.0926
42.93233,-0.3902,0.9049,0.5896,332.0748,76.1714,122.1856
42.94349,-0.3903,0.905,0.5894,331.9763,76.1332,122.3118
42.95569,-0.3903,0.905,0.5891,331.8907,76.0433,122.4401
42.96671,-0.3901,0.9049,0.5887,331.959,76.1087,122.4893
42.97878,-0.3901,0.9045,0.5883,332.1389,76.3215,122.3691
42.98918,-0.3901,0.9042,0.5879,332.2266,76.5313,122.1755
43.0007,-0.39,0.9036,0.5875,332.3707,76.7322,121.9718
43.01211,-0.3899,0.9033,0.5874,332.5587,76.9175,121.7531
43.02326,-0.3898,0.9028,0.5875,332.8569,77.089,121.4708
43.03525,-0.3897,0.9022,0.5878,333.2237,77.1916,121.3083
43.04578,-0.3896,0.9015,0.5885,333.5778,77.1591,121.237
43.05731,-0.3898,0.9013,0.5898,333.8896,76.8154,121.3952
43.06849,-0.3899,0.9013,0.5912,334.1075,76.3895,121.6841
43.07964,-0.39,0.901,0.5926,334.3123,75.9919,121.969
43.0912,-0.39,0.9007,0.5945,334.5359,75.5243,122.3789
43.10199,-0.39,0.9004,0.5966,334.817,75.0511,122.7776
43.11359,-0.39,0.8997,0.5992,335.1236,74.4363,123.2956
43.1241,-0.3901,0.899,0.6021,335.3889,73.6795,123.9587
43.13584,-0.3903,0.8984,0.6052,335.6261,72.871,124.6983
43.14667,-0.3905,0.8979,0.6085,335.8519,72.0066,125.5
43.15804,-0.3908,0.8973,0.6121,336.1062,71.0949,126.3403
43.16923,-0.3913,0.8967,0.6159,336.4061,70.1522,127.1038
43.18023,-0.3918,0.8961,0.62,336.709,69.1857,127.7823
43.19114,-0.3924,0.8955,0.6242,337.0157,68.1774,128.4276
43.20231,-0.393,0.895,0.6283,337.3193,67.257,129.0339
43.21366,-0.3936,0.8944,0.6324,337.6361,66.4129,129.6117
43.22465,-0.3943,0.8939,0.6364,337.9579,65.5741,130.1691
43.23582,-0.395,0.8933,0.6405,338.3281,64.697,130.7589
43.2476,-0.3957,0.8927,0.6446,338.6992,63.7991,131.4383
43.25822,-0.3964,0.8921,0.6485,339.1208,62.863,132.2449
43.26944,-0.3972,0.8915,0.6525,339.5995,61.8587,133.1191
43.28049,-0.3981,0.8909,0.6565,340.0945,60.7397,134.0073
43.29138,-0.3991,0.8902,0.6606,340.5863,59.5539,134.8574
43.30318,-0.4004,0.8894,0.6648,341.1072,58.0733,135.7995
43.31424,-0.4017,0.8885,0.669,341.6919,56.6151,136.7177
43.32541,-0.403,0.888,0.6732,342.0999,55.1418,137.7103
43.33585,-0.4042,0.8878,0.6771,342.4183,53.7632,138.8038
43.34683,-0.4053,0.8878,0.6804,342.6332,52.5797,140.0583
43.3581,-0.4061,0.888,0.6832,342.8038,51.7826,141.3295
43.36931,-0.4068,0.8877,0.6857,343.1654,51.0723,142.3995
43.38118,-0.4076,0.8872,0.6885,343.6473,50.2587,143.1932
43.39163,-0.4084,0.8867,0.6912,344.0389,49.3752,143.8192
43.40411,-0.409,0.8864,0.6938,344.222,48.5504,144.2418
43.41352,-0.4094,0.8863,0.6961,344.2947,47.881,144.5895
43.42536,-0.4096,0.8862,0.698,344.3362,47.4478,144.7953
43.43596,-0.4095,0.8861,0.6994,344.4386,47.2541,144.9128
43.44723,-0.4093,0.8858,0.7004,344.6811,47.0743,145.1213
43.45805,-0.4089,0.8855,0.7011,344.9657,46.9854,145.33
43.46909,-0.4085,0.8855,0.7017,345.1414,46.9562,145.4103
43.48062,-0.408,0.8855,0.7022,345.1832,46.988,145.3419
43.49144,-0.4074,0.8857,0.7025,345.0982,47.1127,144.9867
43.50246,-0.4068,0.8858,0.7028,344.9877,47.28,144.5067
43.51368,-0.4061,0.886,0.7028,344.9037,47.5416,143.9596
43.52513,-0.4054,0.8861,0.7027,344.8624,47.8378,143.6102
43.53654,-0.4046,0.8862,0.7022,344.7957,48.256,143.414
43.54715,-0.4037,0.8863,0.7016,344.8436,48.7388,143.2316
43.55819,-0.4028,0.8864,0.7008,344.9642,49.314,143.0518
43.56964,-0.402,0.8866,0.6998,344.9778,49.7454,142.9716
43.5807,-0.4013,0.8867,0.6989,344.9574,50.049,142.9695
43.59273,-0.4007,0.8869,0.6978,344.9062,50.2981,142.9
43.60389,-0.4,0.8871,0.6967,344.8136,50.6685,142.6828
43.61406,-0.3993,0.8873,0.6955,344.7449,51.2008,142.2838
